SPILLNO-------,S,OWNCO--------------------,OWNSTREET-----------,OWNCITY-------------,OS,OZIP,TY,DIDATE----,SPLOC     -------------------------,SPCITY-------------------,SPCOUN-------------------,MATERIAL----------------------,SFM_ID--,FAC_NAME-----------------
031511-TH-0855,1,UNKNOWN,,,,,7,1/28/11,344 MAIN ST,SEWARD,SEWARD,GASOLINE,4410,MAIN STREET TEXACO
031513-NH-1445,2,UNKNOWN,,,,,7,12/4/12,1303 W NORFOLK AVE,NORFOLK,MADISON,UNKNOWN PETROLEUM,,FORMER LONG'S SERVICE STA
031899-GW-1635,2,UNKNOWN,,,,,7,3/17/99,244 S 19TH ST,LINCOLN,LANCASTER,UNKNOWN PETROLEUM,11766,MORRIS AUTO & TRUCK SERVI
031903-QK-1635,T,UNKNOWN,,,,,7,3/18/03,102 WEST G ST,TRENTON,HITCHCOCK,UNKNOWN,,FARMERS CO-OP ORPHAN UST
032103-JB-1120,2,UNKNOWN,3422 CASS ST,OMAHA,NE,,10,3/21/03,3422 CASS ST,OMAHA,DOUGLAS,PETROLEUM (WASTE OIL),,BILL VAN HAAFTEN RENTAL
032194-GW-1235,2,UNKNOWN,,,,,7,10/5/90,1/2 MILE WEST ON SPUR,EDGAR,CLAY,"GASOLINE, DIESEL",2900,SHUCK ENGINEERING CO
032603-GW-1630,2,UNKNOWN,,,,,7,3/25/03,"1000 S SADDLE CRK, 49TH,PACIFI",OMAHA,DOUGLAS,GASOLINE,,SADDLE CREEK SVC STATION
032700-TH-1110,2,UNKNOWN,,,,,7,2/28/00,3009 FARNAM,OMAHA,DOUGLAS,"OIL, WASTE OIL, UNKNOWN",11868,SAM'S FOOD & LIQUOR
03308-RC--0800,,UNKNOWN,,,,,,,,,,,,
033094-JB-1320,2,UNKNOWN,,,,,7,3/30/94,1124 L ST,LINCOLN,LANCASTER,"SOLVENTS, PETROLEUM",11137,CARRIAGE PARK GARAGE
033103-JB-1200,2,UNKNOWN,,,,,7,11/22/02,321 N BURLINGTON,HASTINGS,ADAMS,GASOLINE,,DETAIL PLUS
033193-NM-1100,2,UNKNOWN,,,,,7,8/26/92,1819 HARLAN,FALLS CITY,RICHARDSON,"GASOLINE, DIESEL, WASTE OIL",7138,DX SERVICE STATION
040102-GW-0817,2,UNKNOWN,,,,,7,7/5/00,"1719 N FT CROOK RD, SE CRNR BE",BELLEVUE,SARPY,"GASOLINE, KEROSENE",462,7-ELEVEN #112
040406-QK-1255,9,UNKNOWN,,,,,7,4/4/06,705 S LINCOLN,WEST POINT,CUMING,,,RUSHS CONVENIENCE
040601-NM-1010,2,UNKNOWN,,,,,7,1/31/01,19TH & HARNEY,OMAHA,DOUGLAS,UNKNOWN,,PARKING GARAGE (CITY HALL
040797-GW-0850,2,UNKNOWN,,,,,14,12/30/96,701 S 22ND ST,OMAHA,DOUGLAS,HEATING OIL #2,11572,DRAKE COURT APARTMENTS
040914-TH-1540,2,UNKNOWN,,,,,7,10/11/13,200 S 3RD ST,HUMPHREY,PLATTE,GASOLINE,5445,MARV'S CONOCO SERVICE
04100-MAL-1000,2,UNKNOWN,,,,,7,4/10/90,2212 CHANDLER RD WEST,BELLEVUE,SARPY,GASOLINE,7865,PHILLIS ALBRIGHT PROPERTY
041294-TH-1111,2,UNKNOWN,,,,,7,,308 HAIG ST (NW CRNR),GORDON,SHERIDAN,GASOLINE,4338,R A & S CONTRACTING
041310-DB-1325,2,UNKNOWN,,,,,7,4/12/10,720 MADISON AVE,NORFOLK,MADISON,DIESEL FUEL,,NPPD 8TH & MADISON SVC
041497-GW-1015,2,UNKNOWN,,,,,14,10/29/92,7310 F STREET,OMAHA,DOUGLAS,FUEL OIL,5285,GREAT PLAINS MATERIAL INC
041509-TH-0925,2,UNKNOWN,,,,,7,8/12/08,207 S NEBRASKA,MADISON,MADISON,UNKNOWN,12432,BACKSTREET LOUNGE
04179-NEW-1001,9,UNKNOWN,,,,,,4/10/89,ADAMS AVE & WEBSTER ST,MORRILL,SCOTTS BLUFF,PETROLEUM,,VILLAGE FOODS TANK SITE
041906-PH-1200,2,UNKNOWN,,,,,7,4/19/06,5329 AND 5331 CENTER ST,OMAHA,DOUGLAS,"GASOLINE, DIESEL",,IDEAL AUTO BODY
042408-NM-1200,2,UNKNOWN,,,,,10,4/22/08,20TH & CENTER STREETS,OMAHA,DOUGLAS,PETROLEUM,,ANDERSON EXCAVATING PROP
042792-NM-1303,2,UNKNOWN,,,,,7,3/21/92,6015 S 168TH,OMAHA,DOUGLAS,GASOLINE,8464,CELEBRITY HOMES
042811-DB-2050,,UNKNOWN,,,,,,,,,,,,
042903-KM-0730,2,UNKNOWN,,,,,15,4/28/03,4TH & LINCOLN STS,YORK,YORK,UNKNOWN - VOC,,4TH & LINCOLN STS SITE
050311-NM-0800,9,UNKNOWN,,,,,7,5/17/11,208 E 4TH CORSO,NEBRASKA CITY,OTOE,GASOLINE,,WICHITA COCA-COLA
050395-KM-1100,9,UNKNOWN,,,,,7,5/3/95,BNSF INDUSTRIAL AREA,MC COOK,RED WILLOW,DIESEL/GASOLINE,,UNKNOWN-BNSF YARD
05049-DBH-0800,2,UNKNOWN,,,,,7,4/28/89,90TH & FORT ST,OMAHA,DOUGLAS,GASOLINE,7734,TEXACO REFINING & MARKET
050595-GW-1630,2,UNKNOWN,,,,,7,5/2/95,19TH & COURT SW CRNR,BEATRICE,GAGE,UNKNOWN,,OLD SINCLAIR STATION
050604-JF-0810,2,UNKNOWN,,,,,7,1/3/95,208 MAIN STREET,TALMAGE,OTOE,PETROLEUM (UNKNOWN),,208 MAIN ST TANK SITE
051106-DB-1010,2,UNKNOWN,,,,,10,5/8/06,100 YDS S 1ST & LEAVENWORTH,OMAHA,DOUGLAS,DIESEL FUEL,,1ST & LEAVENWORTH CONT SI
051403-NM-1000,2,UNKNOWN,,,,,7,4/2/03,"1622 DAKOTA AVE, NE 17TH & DAK",SOUTH SIOUX CITY,DAKOTA,UNKNOWN PETROLEUM,12213,FAMILY DOLLAR TANK SITE
051596-NM-0800,2,UNKNOWN,,,,,7,5/15/96,"HWY 30 & KELSEY, NE CRNR",GIBBON,BUFFALO,GASOLINE,11455,ORPHAN USTS
05220-KAM-0900,2,UNKNOWN,,,,,7,3/1/90,1144 N 11 ST,OMAHA,DOUGLAS,GASOLINE,3431,OHARCO NON POINT SOURCE
05287-BHI-1200,2,UNKNOWN,,,,,7,5/28/87,19 & U,LINCOLN,LANCASTER,DIESEL OIL,,ROCK ISLAND RR PROP 19&U
052991-SM-0730,9,UNKNOWN,,,,,7,4/24/91,RICHARD LEMMERMAN WELL,PALMER,MERRICK,"BENZENE, 1,2-DICHLOROETHANE",6470,LEMMERMAN WELL
052997-NM-0800,2,UNKNOWN,,,,,7,7/11/92,SE 1/2 SEC 10 4-27,BARTLEY,RED WILLOW,DIESEL,8477,MIKE SIDE RESIDENCE
053091-JB-0930,2,UNKNOWN,,,,,7,5/21/91,APPROX 5 MILES SSE OF HASTINGS,HASTINGS,ADAMS,GASOLINE (?),,RICK & LORI BEAHM RESID
053091-NM-0805,2,UNKNOWN,,,,,7,6/18/91,1405 E 23RD ST,FREMONT,DODGE,GASOLINE,,OCCIDENTAL NEBR SVG BANK
060111-NM-1530,2,UNKNOWN,,,,,7,4/6/11,611 N HWY 6,GRETNA,SARPY,"GASOLINE, DIESEL",,611 N HWY 6 TANK SITE
06047-BHI-1010,3,UNKNOWN,,,,,7,6/4/87,6430 S 84 ST,RALSTON,DOUGLAS,GASOLINE,,RALSTON VETERINARY CLINIC
060906-TH-1515,2,UNKNOWN,,,,,7,6/7/06,262 W 5TH ST,WAHOO,SAUNDERS,GASOLINE,11224,CERNY AUTO BODY - TOWING
061094-NM-0815,2,UNKNOWN,,,,,7,6/9/94,11TH 12TH P ST Q ST (S LIED CT,LINCOLN,LANCASTER,"GASOLINE,DIESEL,KEROSENE",11203,LIED CENTER PARKING GARAG
061804-NM-1112,9,UNKNOWN,,,,,7,6/15/04,1100 CENTRAL AVE,AUBURN,NEMAHA,"GASOLINE, DIESEL",13624,ENGLES OIL
061997-NM-0900,2,UNKNOWN,,,,,7,10/26/94,209 E 3RD,KIMBALL,KIMBALL,GASOLINE AND WASTE OIL,11256,ORPHAN UST
061997-NM-1000,2,UNKNOWN,,,,,7,11/9/95,4301 N 30TH ST,OMAHA,DOUGLAS,GASOLINE & HEATING OIL,11427,US MILLS BUILDING
062295-KM-1200,2,UNKNOWN,HIGHWAY 92,BRAINARD,NE,68626,7,6/16/95,"HWY 92, 2.5 MI EAST OF",BRAINARD,BUTLER,PETROLEUM,,PTROLEUM IN DITCH-UNKNOWN
062298-NM-1324,,UNKNOWN,,,,,,,,,,,,
062300-KM-1000,2,UNKNOWN,,,,,7,1/18/00,221 MAIN ST,WALTHILL,THURSTON,"PETROLEUM, OIL",,GAMBLES STORE
062491-DT-1300,2,UNKNOWN,,,,,10,6/24/91,11TH & DEPOT ST,JUNIATA,ADAMS,PETROLEUM,,CENEX INC BULK PLANT
062494-GW-1600,2,UNKNOWN,,,,,7,11/9/91,HWY 136 & BROAD ST,JANSEN,JEFFERSON,GASOLINE,7798,PRESTON OIL TANK SITE
062494-GW-1610,2,UNKNOWN,,,,,7,11/12/91,WEST HWY 30 & ASH,KIMBALL,KIMBALL,GAS,7384,KIMBALL FORD LINC MERCURY
062494-GW-1630,2,UNKNOWN,,,,,7,11/1/90,744 S 27TH ST,LINCOLN,LANCASTER,GAS,10762,METROPOLITAN FED BANK
06260-KSA-1100,2,UNKNOWN,,,,,7,6/25/90,221 SOUTH NEMAHA,HUMBOLDT,RICHARDSON,UNKNOWN-PROBABLY GASOLINE,8314,HUMBOLDT FARM SERVICE
062891-NW-0900,9,UNKNOWN,,,,,7,6/28/91,EIKER PARK,BIG SPRINGS,DEUEL,PETROLEUM,7ONE,EIKER PARK
062906-SM-1406,2,UNKNOWN,,,,,7,6/29/06,2107 O ST,LINCOLN,LANCASTER,PETROLEUM,,MISTER MONEY TANK SITE
062909-TH-0745,9,UNKNOWN,,,,,7,5/20/09,320 RODEO RD,NORTH PLATTE,LINCOLN,GASOLINE,12103,SKELLY INN
063010-NH-1510,1,UNKNOWN,,,,,14,6/30/10,13949 N 312TH ST,VALLEY,DOUGLAS,GASOLINE,,AKERLUND FARM
063010-NM-1510,9,UNKNOWN,,,,,14,6/30/10,13949 N 312TH ST,VALLEY,DOUGLAS,GASOLINE,,AKERLUND FARM INC
070303-GW-0837,2,UNKNOWN,,,,,7,5/23/03,2017 ST MARY`S AVE,OMAHA,DOUGLAS,HEATING OIL #2,12200,ORPHAN - OPS CONST SITE
070596-GW-0003,2,UNKNOWN,,,,,14,4/1/87,36TH & L SW CORNER,OMAHA,DOUGLAS,HEATING OIL,,J F O'NEILL PACKING CO
070896-GW-1615,2,UNKNOWN,,,,,10,4/17/90,3RD & LAFAYETTE,BROCK,NEMAHA,DIESEL,,BARNARD OIL CO
070997-NM-1500,2,UNKNOWN,,,,,7,2/6/92,4925 N 56TH ST,LINCOLN,LANCASTER,GAS AND DIESEL,7989,LA VAN
071502-JB-1100,2,UNKNOWN,,,,,7,7/15/02,"904 S W RD, I80 & L41D NE CORN",HAMPTON,HAMILTON,GASOLINE AND DIESEL,12065,COUNTRYSIDE BIBLE CHURCH
071693-NM-0920,2,UNKNOWN,,,,,7,2/1/93,NW CRNR 4TH & E ST,BROKEN BOW,CUSTER,,5694,NEBRASKALAND TIRE
071693-NM-1050,3,UNKNOWN,,,,,7,2/21/92,146 F ST,LINCOLN,LANCASTER,GASOLINE,10880,EL RENO LAND COMPANY
071693-NM-1051,2,UNKNOWN,,,,,7,11/20/89,8415 N 29TH ST,OMAHA,DOUGLAS,GASOLINE,2509,CHRISTENSEN ENTERPRISES
071693-NM-1429,2,UNKNOWN,,,,,7,6/7/93,4401 S 24TH ST,OMAHA,DOUGLAS,GASOLINE,840,SOUTH OMAHA APCO
071797-NM-1000,2,UNKNOWN,,,,,7,4/15/94,2401 N 24TH,OMAHA,DOUGLAS,KEROSENE,11155,CITY OF OMAHA PROPERTY
071797-NM-1005,T,UNKNOWN,,,,,7,4/24/95,2ND & BEECH (?) SW CRNR,ELGIN,ANTELOPE,GASOLINE & HEATING OIL,11333,THE STATION - ORPHAN USTS
071911-JB-0900,,UNKNOWN,,,,,,,,,,,,
071911-PH-1419,2,UNKNOWN,,,,,7,7/13/11,4501 BEDFORD,OMAHA,DOUGLAS,GASOLINE,11318,WESLEYS 66 USED CARS
071911-PH-1438,,UNKNOWN,,,,,,,,,,,,
072293-KM-1000,2,UNKNOWN,,,,,7,7/22/93,4610 Q ST,OMAHA,DOUGLAS,UNKNOWN,10930,ALVIN ANDERSEN RESIDENCE
072293-NM-1015,2,UNKNOWN,,,,,7,9/22/92,"2826 N 24TH, 24TH & MAPLE",OMAHA,DOUGLAS,KEROSENE,6082,MAPLE STREET SERVICE
072303-TH-1545,2,UNKNOWN,,,,,14,3/18/03,10TH & CAPITAL AVE,OMAHA,DOUGLAS,#2 FUEL OIL,12206,1000 DODGE BLDG TANK SITE
072309-KM-1630,9,UNKNOWN,,,,,7,7/23/09,320 W 20TH ST,FALLS CITY,RICHARDSON,UNKNOWN (PETROLEUM),,ST PAULS LUTHERAN CHURCH
072407-TH-1410,2,UNKNOWN,,,,,7,4/19/07,830 M ST,LINCOLN,LANCASTER,UNKNOWN,12392,QUICK NICKS
072408-JB-1000,1,UNKNOWN,,,,,6,7/7/08,404 W RAILWAY ST,SCOTTSBLUFF,SCOTTS BLUFF,"GASOLINE, DIESEL",,BULK OIL FACILITY
072408-TH-1315,2,UNKNOWN,,,,,7,5/16/08,8023 W DODGE RD,OMAHA,DOUGLAS,"GASOLINE, FUEL OIL",12426,CHILDRENS PEDIATRIC CLINC
072413-NH-1115,1,UNKNOWN,,,,,7,7/23/13,1057 SUNBURST LN,MEAD,SAUNDERS,PETROLEUM,4156,INSULFOAM
07256-BHI-1515,3,UNKNOWN,,,,,7,7/25/86,"10 & U, NW CORNER",LINCOLN,LANCASTER,PETROLEUM HYDROCARBON,,BIG RED SHOP
072597-GW-0835,2,UNKNOWN,,,,,7,7/25/97,208 MAIN STREET,BROWNVILLE,NEMAHA,GASOLINE,11527,ORPHAN UST'S
07270-BHI-0800,9,UNKNOWN,,,,,7,6/1/90,WHITECLAY NE,WHITECLAY,SHERIDAN,GASOLINE,,
072808-PH-1430,9,UNKNOWN,,,,,7,7/28/08,405 W JESSE ST,SARGENT,CUSTER,GASOLINE,,GEORGIA KUKLISH HOME
072897-DB-0910,2,UNKNOWN,,,,,14,7/25/97,4555 NORTH 48TH,LINCOLN,LANCASTER,HEATING OIL,,UNKNOWN
080202-NM-1500,9,UNKNOWN,,,,,7,8/2/02,480 2ND ST,UTICA,SEWARD,UNKNOWN,9141,CONELL HARDWARE & FARM
080210-NM-1330,9,UNKNOWN,,,,,7,8/2/10,311 4TH ST,DAVID CITY,BUTLER,"GASOLINE, DIESEL",91,MARTIN STANDARD
080405-DM-0800,9,UNKNOWN,,,,,,,,INDIANOLA,,GAS & DIESEL,,AG VALLEY CO-OP
08060-BHI-1500,,UNKNOWN,,,,,,,,,,,,
08070-EPP-1500,2,UNKNOWN,,,,,14,8/1/90,2748 S ST,LINCOLN,LANCASTER,FUEL OIL,7093,LIVING WORD CHURCH
080706-NH-1110,2,UNKNOWN,,,,,7,,NW CORNER 9TH & SOUTH STS,LINCOLN,LANCASTER,"WASTE OIL, OTHER PETROLEUM",,AUTO KING
08109-JHB-1400,9,UNKNOWN,,,,,7,8/10/89,HWY 6 & 140TH ST,WAVERLY,LANCASTER,#1 OR #2 HEATING FUEL,,UNK HWY 6 & 140
08117-BHI-1600,3,UNKNOWN,,,,,7,8/11/87,3250 O ST,LINCOLN,LANCASTER,GASOLINE,11492,GREASE MONKEY GARAGE
081192-SM-0900,2,UNKNOWN,,,,,7,7/31/92,SADDLE CREEK RD & DODGE ST,OMAHA,DOUGLAS,GASOLINE?,2441,MID CITY BANK
081403-GW-1300,2,UNKNOWN,,,,,7,8/14/03,901 N 24TH,OMAHA,DOUGLAS,GASOLINE,6812,FILCO SUPER GAS
081506-TH-0935,2,UNKNOWN,,,,,7,7/19/06,1030 - 13TH ST,AURORA,HAMILTON,UNKNOWN,12361,JONES AGENCY TANK SITE
081893-NM-1528,2,UNKNOWN,,,,,7,6/26/92,4401 O ST,LINCOLN,LANCASTER,GASOLINE,8475,TEXACO STATION
081895-GW-0830,9,UNKNOWN,,,,,7,3/29/95,SE CRNR BROADWAY & MAIN,STERLING,JOHNSON,UNKNOWN,5711,ORPHAN USTS-CARPENTER OIL
082106-TH-1410,,UNKNOWN,,,,,,,,,,,,
082493-NM-1430,2,UNKNOWN,,,,,7,5/5/91,2123 S 56TH ST,OMAHA,DOUGLAS,GASOLINE AND UNKNOWN,4216,ANDERSON INDUSTRIAL ENG.
082698-NM-0800,2,UNKNOWN,,,,,10,7/21/98,,SUPERIOR,NUCKOLLS,PETROLEUM FUEL,,KOTTMEYER PROPERTY
082713-PH-0943,9,UNKNOWN,,,,,7,10/25/94,E SIDE OF STATION,STUART,HOLT,"GASOLINE, DIESEL",8126,COBB MOTORS TANK SITE
082802-NM-1545,9,UNKNOWN,,,,,7,11/27/00,1110 G ST,CENTRAL CITY,MERRICK,PETROLEUM,12166,WESTGATE SITE
082891-SB-0930,2,UNKNOWN,UNKNOWN,LINCOLN,NE,68501,10,12/10/90,ALLEY EAST OF 13TH BETW O & P,LINCOLN,LANCASTER,FUEL - TYPE UNKNOWN,,UNIVERSITY SQUARE SKYWALK
082906-NH-0830,2,UNKNOWN,,,,,7,7/27/06,1407 Q ST,LINCOLN,LANCASTER,UNKNOWN,12366,AMIGOS TANK SITE
083006-JF-1415,2,UNKNOWN,,,,,14,8/29/06,1763 JACKSON,OMAHA,DOUGLAS,HEATING OIL,1868,DOUGLAS COUNTY GARAGE
090210-MP-1038,2,UNKNOWN,,,,,7,8/27/10,5600 S 42ND ST BLDG 8,OMAHA,DOUGLAS,PETROLEUM,,ROBERT CAMPOS TRAINING
090695-GW-1330,2,UNKNOWN,,,,,14,9/5/95,SW CRNR 25TH & U ST,LINCOLN,LANCASTER,HEATING OIL,,SHALIMAR
090710-QK-1045,2,UNKNOWN,,,,,7,9/7/10,1820 R ST,LINCOLN,LANCASTER,CASOLINE AND/OR FUEL OILS,,18TH & R ST HOUSING
091007-NM-1340,2,UNKNOWN,,,,,7,6/26/07,1518 CENTRAL AVE,NEBRASKA CITY,OTOE,,,ROWE MOTOR CO
09130-EPP-1430,9,UNKNOWN,,,,,7,8/6/90,2714 23RD STREET,COLUMBUS,PLATTE,GASOLINE,,EQUITABLE SAVINGS #2
091411-KM-1517,,UNKNOWN,,,,,,,,,,,,
09149-DBH-1100,2,UNKNOWN,,,,,7,9/14/89,"9 & H, NE CORNER",LINCOLN,LANCASTER,GASOLINE,,LANCASTER COUNTY JAIL
091492-NM-1300,2,UNKNOWN,,,,,7,9/11/92,4718 L STREET,OMAHA,DOUGLAS,GAS DIESEL,,AMERICAN CHARTER
091492-NM-1335,2,UNKNOWN,,,,,14,9/1/92,100 N 7TH,WYMORE,GAGE,GAS AND FUEL OIL,11057,AMERICAN CHARTER
091505-NM-1000,2,UNKNOWN,,,,,7,9/14/05,1364 WASHINGTON ST,BLAIR,WASHINGTON,GASOLINE,11201,SUN OIL COMPANY
091592-NM-0900,2,UNKNOWN,,,,,7,9/14/92,3930 SOUTH ST,LINCOLN,LANCASTER,GAS AND DIESEL,,AMERICAN CHARTER
091614-NM-1005,T,UNKNOWN,2348 N ST,LINCOLN,NE,68510,7,8/28/14,317 S HWY 77,CERESCO,SAUNDERS,GASOLINE,11405,MILLS SQUEEGEE 04
09237-DBH-0800,2,UNKNOWN,,,,,7,,"26 & LEAVENWORTH, SW CORNER",OMAHA,DOUGLAS,GASOLINE,,POST OFFICE STATION B
092401-GW-1403,2,UNKNOWN,,,,,7,8/29/01,"223 COURT, 3RD Y COURT, SW CRN",BEATRICE,GAGE,GASOLINE (BETX IN GW),,VAN WINKLE PROPERTY
092493-NM-1109,2,UNKNOWN,,,,,14,9/4/92,NE CRNR MAIN & THAYER,SPENCER,BOYD,GASOLINE & KEROSENE,5213,NIOBRARA VALLEY STEAKHOUS
09260-PEH-0800,9,UNKNOWN,,,,,15,2/16/88,FRONT AND 3RD STREET,PALMYRA,OTOE,GASOLINE,,PALMYRA PUBLIC WATER SUP
092697-GW-1330,9,UNKNOWN,,,,,7,6/28/91,NORTH END OF TOWN,CORNLEA,PLATTE,GASOLINE,8188,CORNLEA GARAGE
092712-KM-1455,1,UNKNOWN,,,,,7,9/27/12,9409 MAIN ST,RALSTON,DOUGLAS,PETROLEUM,,J & M RALSTON GRANARY
092806-NM-1005,2,UNKNOWN,,,,,10,4/3/06,W OF GRIMES AVE & MILLER ST,HEMINGFORD,BUX BUTTE,GASOLINE,,DEAVER GRAIN COMPANY
092895-KM-1250,2,UNKNOWN,,,,,7,9/27/95,909 ILLINOIS,SIDNEY,CHEYENNE,"PETROLEUM, UNK",11408,EWELL MOTORS LEASE & RENT
092911-PH-1804,9,UNKNOWN,,,,,7,9/29/11,417 W MAIN ST,SARGENT,CUSTER,GASOLINE,,ABBOTT EMPORIUM BLDG
093010-MP-0900,2,UNKNOWN,,,,,7,9/30/10,1600 CENTER PARK RD,LINCOLN,LANCASTER,"GASOLINE, DIESEL",2839,WEAVERS SNACKS
093011-SM-1440,9,UNKNOWN,,,,,7,9/30/11,6TH & AVE A,PLATTSMOUTH,CASS,PETROLEUM,1016,GARYS AMOCO PETRO CONT
093093-NM-1230,2,UNKNOWN,,,,,7,4/20/93,203 E 9TH ST,OGALLALA,KEITH,UNKNOWN,,JOHN RUZANIC WELL NON PNT
100113-MP-1255,,UNKNOWN,,,,,,,,,,,,
100208-TH-0125,2,UNKNOWN,,,,,7,5/9/08,225 S 2ND ST,BEATRICE,GAGE,UNKNOWN,,CITY OF BEATRICE PROPERTY
100394-GW-1115,2,UNKNOWN,,,,,7,12/15/93,410 GAGE ST,BLUE HILL,WEBSTER,GASOLINE AND KEROSENE,5855,BLUE HILL RURAL FIRE DEPT
10040-STM-0830,2,UNKNOWN,HASTINGS ID PK E H 6,HASTINGS,NE,68901,7,9/25/90,HASTINGS IND PK E HWY 6,HASTINGS,ADAMS,GASOLINE AND/OR DIESEL,5982,T-L IRRIGATION
10048-BHI-1200,9,UNKNOWN,,,,,6,10/4/88,SE CORNER OF HWY 13 & 20,PLAINVIEW,PIERCE,GASOLINE,7ONE,PLAINVIEW FERTILZER
100494-GW-1530,3,UNKNOWN,,,,,7,4/26/94,2 MI WEST OF KEARNEY,KEARNEY,BUFFALO,GASOLINE AND DIESEL,2143,LITTLE USA
100694-JB-1400,2,UNKNOWN,,,,,7,6/11/90,248 E 13TH,CRETE,SALINE,GASOLINE & FUEL OILS,111,F&M COOP GAS & OIL CO
100793-PH-1347,2,UNKNOWN,,,,,10,8/23/93,12TH AND AVERY,LINCOLN,LANCASTER,DIESEL,,14TH & AVERY PLANT
100798-GW-1028,2,UNKNOWN,,,,,7,6/26/98,3601 CALVERT ST,LINCOLN,LANCASTER,GASOLINE,11705,NATIONAL INSULATION
10100-MAL-0830,2,UNKNOWN,,,,,7,10/10/90,5177 S 60 ST,OMAHA,DOUGLAS,GASOLINE,3479,CADY TRUST
101210-QK-1057,,UNKNOWN,,,,,,,,,,,,
101411-KM-1333,,UNKNOWN,,,,,,,,,,,,
101492-PH-1450,2,UNKNOWN,,,,,14,10/14/92,16TH ST BETWEEN G & H,LINCOLN,LANCASTER,HEATING OIL,,FERGUSON HOUSE
101499-TH-1602,2,UNKNOWN,,,,,7,10/20/99,4601 FARNAM STREET,OMAHA,DOUGLAS,QUENCH OIL,7785,OMAHA STEEL CASTINGS CO
101512-JK-1610,2,UNKNOWN,,,,,7,10/5/12,202 S 15TH ST,OMAHA,DOUGLAS,GASOLINE,278,OMAHA POLICE TANK SITE
101601-JB-1255,2,UNKNOWN,,,,,7,10/16/01,"110 N 33RD, NE 33RD & O"" ST""",LINCOLN,LANCASTER,GASOLINE,,BEST COMMUNICATIONS
101607-TH-1055,2,UNKNOWN,,,,,7,7/31/07,1308 JACKSON,OMAHA,DOUGLAS,KEROSENE,6811,JLOFTS ON THE MARKET
101696-NM-0800,2,UNKNOWN,,,,,7,9/24/96,6822 RAILROAD AVE,OMAHA,DOUGLAS,GASOLINE,5990,J&R MINI MART
101712-TH-1035,2,UNKNOWN,,,,,7,10/8/12,3822 S 14TH ST,LINCOLN,LANCASTER,UNKNOWN,12563,TESSERA LLC TANK SITE
102014-NM-0915,2,UNKNOWN,,,,,7,9/22/14,136 N 14TH ST,ASHLAND,SAUNDERS,"GASOLINE, DIESEL",,GAEBEL MOTORS
102199-DB-1240,2,UNKNOWN,,,,,7,10/1/99,12TH ST & 28TH AVE,COLUMBUS,PLATTE,GASOLINE,,12TH ST & 28TH AVE SITE
10240-STM-1500,2,UNKNOWN,,,,,7,10/17/90,1211 WEST 2ND,CROFTON,KNOX,GASOLINE,1583,HESSES INC
102594-GW-1525,2,UNKNOWN,,,,,7,10/14/94,2400 S FOLSOM ST,LINCOLN,LANCASTER,"GAS,DIESEL,KEROSENE",2810,IDEUS CONSTRUCTION
102600-NH-0840,2,UNKNOWN,,,,,7,10/26/00,10TH & J (HWY 75) NW CRNR,AUBURN,NEMAHA,"GASOLINE, DIESEL",11905,"ORPHAN UST, 10TH & J"
102694-GW-1200,2,UNKNOWN,,,,,7,6/2/94,NE CRNR SHOSHONE & NIOBRARA,HEMINGFORD,BOX BUTTE,DIESEL,,STANDARD OIL
102897-NM-0800,2,UNKNOWN,,,,,14,5/30/97,5020 S 33RD STREET,OMAHA,DOUGLAS,HEATING OIL,11612,AMERICAN LABORATORIES
102914-NM-1010,2,UNKNOWN,,,,,7,3/11/14,2501 FLORENCE BLVD,OMAHA,DOUGLAS,GASOLINE,,CONESTOGA PARK CONT SITE
102993-NM-1530,2,UNKNOWN,,,,,7,10/28/93,2305 AVE K,KEARNEY,BUFFALO,GASOLINE,6970,MASTERS TRANSPORTATION
103097-NM-0800,2,UNKNOWN,,,,,7,4/1/92,7205 LAWNDALE,OMAHA,DOUGLAS,GASOLINE,3753,AMERICAN SAVINGS
10310-NAH-1300,2,UNKNOWN,,,,,7,10/9/90,5TH & MAIN STREET,STROMSBURG,POLK,GASOLINE,6639,UNKNOWN  STROMSBURG
103194-DB-1115,2,UNKNOWN,,,,,7,9/1/94,SOUTH SHUTTLE PARKING LOT,OMAHA,DOUGLAS,UNKNOWN,,SOUTH SHUTTLE PARKING LOT
110111-SM-1000,9,UNKNOWN,,,,,7,9/6/11,746 MAIN STREET,ADAMS,GAGE,SUSPECTED GASOLINE,,ADAMS CONTAMINATION SITE
110311-DB-1258,1,UNKNOWN,,,,,7,11/3/11,NW CORNER NORMAL & SOUTH,LINCOLN,LANCASTER,UNKNOWN,,AGER JR GOLF TANK SITE
110497-NM-0100,2,UNKNOWN,,,,,14,9/10/96,4730 CHICAGO ST,OMAHA,DOUGLAS,#2 HEATING OIL,11519,DUNDEE COURT APARTMENTS
110497-NM-0230,2,UNKNOWN,,,,,7,12/12/95,"120 13TH ST, HWY 81 & LAKE ST",HEBRON,THAYER,GASOLINE,11437,BUDGET HOST INN TANK SITE
110497-NM-1030,2,UNKNOWN,,,,,7,11/15/95,303 E STREET,FAIRBURY,JEFFERSON,PETROLEUM,10516,NPPD TANK SITE
110600-GW-0837,2,UNKNOWN,,,,,7,10/13/00,11TH & J (HWY 73/75) NW CRNR,AUBURN,NEMAHA,"GASOLINE OR DIESEL, UNCERTAIN",11905,ORPHAN UST
